event_date,category_level1,category_level2,order_count,unique_customers,unique_products,total_revenue,avg_order_value,min_order_value,max_order_value,revenue_per_customer,sale_year,sale_month,sale_quarter,sale_week,_aggregated_at
2019-12-27,appliances,environment,17,16,12,534.65,31.45,1.11,102.38,33.42,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-27,furniture,living_room,1,1,1,19.05,19.05,19.05,19.05,19.05,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-27,furniture,bathroom,7,6,6,133.84,19.12,4.16,52.7,22.31,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-27,stationery,cartrige,26,11,23,60.620000000000005,2.331538461538462,1.98,3.02,5.51,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-27,uncategorized,general,4626,692,3155,23600.55000000012,5.101718547341141,0.0,194.44,34.1,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-28,accessories,bag,6,4,5,323.78999999999996,53.964999999999996,30.16,76.19,80.95,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-28,apparel,glove,21,20,16,156.99,7.475714285714286,5.24,10.16,7.85,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-28,appliances,environment,19,18,17,1096.48,57.70947368421053,1.43,95.08,60.92,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-28,furniture,bathroom,3,3,2,37.5,12.5,4.16,16.67,12.5,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-28,stationery,cartrige,7,3,4,14.02,2.0028571428571427,1.98,2.14,4.67,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-28,uncategorized,general,4726,664,3230,24724.31000000015,5.2315509944985505,0.0,194.44,37.24,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-29,accessories,bag,2,2,2,117.94,58.97,55.24,62.7,58.97,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-29,accessories,cosmetic_bag,1,1,1,6.19,6.19,6.19,6.19,6.19,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-29,apparel,glove,16,14,12,121.72999999999999,7.608124999999999,5.49,10.16,8.69,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-29,appliances,environment,16,15,14,663.8699999999999,41.49187499999999,1.11,102.38,44.26,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-29,furniture,bathroom,4,3,3,32.13,8.0325,4.16,13.81,10.71,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-29,stationery,cartrige,10,7,7,21.880000000000003,2.188,1.98,3.02,3.13,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-29,uncategorized,general,3443,544,2503,20427.390000000003,5.933020621550974,0.0,273.02,37.55,2019,12,4,52,2026-02-03 14:27:37.263318
2019-12-30,apparel,glove,10,8,8,58.96999999999999,5.896999999999999,5.24,6.84,7.37,2019,12,4,1,2026-02-03 14:27:37.263318
2019-12-30,appliances,environment,11,9,10,429.68000000000006,39.06181818181819,1.11,95.08,47.74,2019,12,4,1,2026-02-03 14:27:37.263318
2019-12-30,furniture,bathroom,3,3,3,62.93,20.976666666666667,3.41,54.76,20.98,2019,12,4,1,2026-02-03 14:27:37.263318
2019-12-30,stationery,cartrige,25,7,19,53.32999999999999,2.1331999999999995,1.98,3.11,7.62,2019,12,4,1,2026-02-03 14:27:37.263318
2019-12-30,uncategorized,general,2583,355,1997,13629.070000000003,5.276449864498646,0.08,137.78,38.39,2019,12,4,1,2026-02-03 14:27:37.263318
2019-12-31,apparel,glove,9,7,8,59.019999999999996,6.557777777777777,5.24,9.52,8.43,2019,12,4,1,2026-02-03 14:27:37.263318
2019-12-31,appliances,environment,8,7,8,460.46999999999997,57.558749999999996,1.11,102.38,65.78,2019,12,4,1,2026-02-03 14:27:37.263318
2019-12-31,furniture,bathroom,2,1,2,4.12,2.06,2.06,2.06,4.12,2019,12,4,1,2026-02-03 14:27:37.263318
2019-12-31,stationery,cartrige,3,2,3,5.9399999999999995,1.9799999999999998,1.98,1.98,2.97,2019,12,4,1,2026-02-03 14:27:37.263318
2019-12-31,uncategorized,general,1103,179,956,6454.2199999999975,5.85151405258386,0.16,194.44,36.06,2019,12,4,1,2026-02-03 14:27:37.263318
2019-11-01,accessories,bag,1,1,1,34.52,34.52,34.52,34.52,34.52,2019,11,4,44,2026-02-03 14:27:37.263318
2019-11-01,apparel,glove,20,18,13,140.80999999999997,7.040499999999999,0.94,10.32,7.82,2019,11,4,44,2026-02-03 14:27:37.263318
2019-11-01,appliances,environment,25,21,19,880.06,35.2024,1.11,95.08,41.91,2019,11,4,44,2026-02-03 14:27:37.263318
2019-11-01,furniture,bathroom,9,8,6,140.13,15.57,3.41,54.76,17.52,2019,11,4,44,2026-02-03 14:27:37.263318
2019-11-01,furniture,living_room,2,2,2,191.74,95.87,93.33,98.41,95.87,2019,11,4,44,2026-02-03 14:27:37.263318
2019-11-01,stationery,cartrige,56,22,33,129.77,2.3173214285714288,1.98,3.65,5.9,2019,11,4,44,2026-02-03 14:27:37.263318
2019-11-01,uncategorized,general,7639,904,4562,35595.200000000026,4.65966749574552,0.0,194.44,39.38,2019,11,4,44,2026-02-03 14:27:37.263318
2019-11-02,accessories,cosmetic_bag,1,1,1,5.56,5.56,5.56,5.56,5.56,2019,11,4,44,2026-02-03 14:27:37.263318
2019-11-02,apparel,glove,22,20,13,152.39,6.926818181818181,0.94,10.32,7.62,2019,11,4,44,2026-02-03 14:27:37.263318
2019-11-02,appliances,environment,20,18,13,646.36,32.318,1.11,95.08,35.91,2019,11,4,44,2026-02-03 14:27:37.263318
2019-11-02,furniture,living_room,1,1,1,98.41,98.41,98.41,98.41,98.41,2019,11,4,44,2026-02-03 14:27:37.263318
2019-11-02,furniture,bathroom,5,4,5,72.33,14.466,3.41,52.7,18.08,2019,11,4,44,2026-02-03 14:27:37.263318
2019-11-02,stationery,cartrige,49,17,30,103.60999999999999,2.114489795918367,1.98,3.44,6.09,2019,11,4,44,2026-02-03 14:27:37.263318
2019-11-02,uncategorized,general,7314,815,4225,32470.310000000136,4.439473612250497,0.06,194.44,39.84,2019,11,4,44,2026-02-03 14:27:37.263318
2019-11-03,accessories,cosmetic_bag,1,1,1,5.56,5.56,5.56,5.56,5.56,2019,11,4,44,2026-02-03 14:27:37.263318
2019-11-03,accessories,bag,3,1,3,118.00999999999999,39.336666666666666,30.16,53.33,118.01,2019,11,4,44,2026-02-03 14:27:37.263318
2019-11-03,apparel,glove,30,29,14,210.80999999999997,7.026999999999999,0.94,10.32,7.27,2019,11,4,44,2026-02-03 14:27:37.263318
2019-11-03,appliances,personal,1,1,1,55.56,55.56,55.56,55.56,55.56,2019,11,4,44,2026-02-03 14:27:37.263318
2019-11-03,appliances,environment,23,19,17,822.99,35.78217391304348,1.11,95.08,43.32,2019,11,4,44,2026-02-03 14:27:37.263318
2019-11-03,furniture,bathroom,6,6,3,72.75,12.125,3.41,52.7,12.13,2019,11,4,44,2026-02-03 14:27:37.263318
2019-11-03,furniture,living_room,2,2,2,393.14,196.57,93.33,299.81,196.57,2019,11,4,44,2026-02-03 14:27:37.263318
2019-11-03,stationery,cartrige,47,17,22,102.1,2.1723404255319148,1.98,3.02,6.01,2019,11,4,44,2026-02-03 14:27:37.263318
2019-11-03,uncategorized,general,7674,883,4472,34752.340000000295,4.528582225697198,0.0,194.44,39.36,2019,11,4,44,2026-02-03 14:27:37.263318
2019-11-04,accessories,bag,3,3,3,102.76,34.25333333333334,30.16,38.08,34.25,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-04,apparel,glove,15,14,10,109.36999999999999,7.291333333333332,5.24,10.32,7.81,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-04,appliances,environment,25,21,15,731.8400000000001,29.273600000000005,1.11,95.08,34.85,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-04,furniture,bathroom,10,7,7,95.63999999999999,9.563999999999998,3.41,52.7,13.66,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-04,stationery,cartrige,33,18,24,77.68,2.353939393939394,1.98,4.13,4.32,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-04,uncategorized,general,7964,940,4630,38440.74000000046,4.826813159216532,0.0,207.94,40.89,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-05,accessories,cosmetic_bag,1,1,1,4.44,4.44,4.44,4.44,4.44,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-05,accessories,bag,1,1,1,30.16,30.16,30.16,30.16,30.16,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-05,apparel,glove,30,28,16,214.07,7.135666666666666,0.94,10.32,7.65,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-05,appliances,environment,23,21,15,910.22,39.57478260869566,1.11,95.08,43.34,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-05,furniture,bathroom,7,7,2,77.65999999999998,11.094285714285713,4.16,52.7,11.09,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-05,furniture,living_room,5,4,2,837.6700000000001,167.53400000000002,79.35,299.81,209.42,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-05,stationery,cartrige,68,29,38,164.19000000000003,2.414558823529412,1.98,4.22,5.66,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-05,uncategorized,general,8750,1011,4971,39611.130000000514,4.526986285714345,0.05,207.94,39.18,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-06,accessories,bag,3,3,3,122.20000000000002,40.73333333333334,30.16,46.02,40.73,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-06,apparel,glove,26,26,16,158.6,6.1,0.94,10.32,6.1,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-06,appliances,environment,25,22,18,740.3500000000001,29.614000000000004,1.11,94.44,33.65,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-06,furniture,living_room,4,4,4,560.11,140.0275,79.35,299.81,140.03,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-06,furniture,bathroom,7,6,7,159.75,22.821428571428573,4.67,54.76,26.63,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-06,stationery,cartrige,46,21,29,108.84000000000003,2.3660869565217397,1.98,3.02,5.18,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-06,uncategorized,general,8598,1045,4974,40642.86000000052,4.727013258897478,0.0,207.94,38.89,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-07,accessories,bag,4,4,3,140.86,35.215,30.16,46.02,35.22,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-07,apparel,glove,79,63,26,568.72,7.198987341772153,0.94,11.19,9.03,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-07,appliances,personal,1,1,1,55.56,55.56,55.56,55.56,55.56,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-07,appliances,environment,48,41,23,1663.95,34.665625,1.11,102.38,40.58,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-07,furniture,bathroom,11,8,6,242.56000000000003,22.050909090909094,3.41,52.7,30.32,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-07,furniture,living_room,2,2,1,165.08,82.54,82.54,82.54,82.54,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-07,stationery,cartrige,80,30,38,190.26,2.37825,1.98,4.6,6.34,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-07,uncategorized,general,16250,1574,7509,77637.2700000004,4.777678153846178,0.05,273.02,49.32,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-08,accessories,cosmetic_bag,3,3,3,13.48,4.493333333333333,4.44,4.6,4.49,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-08,apparel,glove,54,48,25,362.73,6.717222222222222,0.94,11.19,7.56,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-08,appliances,environment,36,34,24,1266.96,35.193333333333335,1.11,102.38,37.26,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-08,furniture,bathroom,11,11,6,250.88,22.80727272727273,3.41,54.76,22.81,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-08,furniture,living_room,2,2,2,398.22,199.11,98.41,299.81,199.11,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-08,stationery,cartrige,58,40,24,124.97999999999999,2.1548275862068964,1.98,3.65,3.12,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-08,uncategorized,general,16453,1561,7567,81057.38000000022,4.926601835531527,0.05,273.02,51.93,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-09,accessories,bag,1,1,1,34.52,34.52,34.52,34.52,34.52,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-09,apparel,glove,24,22,18,182.35,7.597916666666666,0.94,11.19,8.29,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-09,appliances,environment,12,12,11,413.08000000000004,34.42333333333334,1.11,79.21,34.42,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-09,furniture,bathroom,5,3,5,21.689999999999998,4.337999999999999,2.06,7.14,7.23,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-09,stationery,cartrige,28,14,22,72.9,2.6035714285714286,1.98,3.02,5.21,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-09,uncategorized,general,5370,708,3501,26649.070000000076,4.962582867784,0.06,194.44,37.64,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-10,accessories,bag,7,4,3,243.62999999999997,34.80428571428571,33.33,40.08,60.91,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-10,apparel,glove,29,25,18,235.10999999999999,8.107241379310345,5.24,11.19,9.4,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-10,appliances,environment,22,20,13,701.47,31.885,1.11,95.08,35.07,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-10,furniture,living_room,2,2,1,165.08,82.54,82.54,82.54,82.54,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-10,furniture,bathroom,4,3,3,15.74,3.935,3.41,4.76,5.25,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-10,stationery,cartrige,33,16,24,79.12,2.397575757575758,1.98,3.48,4.95,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-10,uncategorized,general,6107,803,3861,30048.50000000016,4.920337317832022,0.0,194.44,37.42,2019,11,4,45,2026-02-03 14:27:37.263318
2019-11-11,accessories,bag,1,1,1,46.02,46.02,46.02,46.02,46.02,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-11,accessories,cosmetic_bag,1,1,1,23.81,23.81,23.81,23.81,23.81,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-11,apparel,glove,35,32,23,246.48000000000002,7.042285714285715,0.94,11.19,7.7,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-11,appliances,environment,17,16,13,684.12,40.24235294117647,1.11,102.38,42.76,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-11,furniture,living_room,2,2,2,382.35,191.175,82.54,299.81,191.18,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-11,furniture,bathroom,12,12,5,251.6,20.966666666666665,3.41,54.76,20.97,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-11,stationery,cartrige,44,22,24,97.41999999999999,2.214090909090909,1.98,3.65,4.43,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-11,uncategorized,general,8804,1118,5075,44022.14000000043,5.000243071331262,0.05,273.02,39.38,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-12,accessories,bag,1,1,1,34.52,34.52,34.52,34.52,34.52,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-12,accessories,cosmetic_bag,1,1,1,4.44,4.44,4.44,4.44,4.44,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-12,apparel,glove,28,26,13,173.79999999999998,6.207142857142856,0.94,11.19,6.68,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-12,appliances,environment,32,26,19,1038.8799999999999,32.464999999999996,1.11,95.08,39.96,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-12,furniture,bathroom,5,5,3,21.25,4.25,3.41,6.11,4.25,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-12,stationery,cartrige,43,19,22,90.08999999999997,2.095116279069767,1.98,3.02,4.74,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-12,uncategorized,general,8071,964,4779,38286.65000000042,4.743730640565039,0.05,194.44,39.72,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-13,apparel,glove,30,22,20,218.04999999999995,7.268333333333332,4.19,11.19,9.91,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-13,appliances,environment,32,25,22,1056.19,33.0059375,1.11,102.38,42.25,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-13,furniture,living_room,2,2,1,599.62,299.81,299.81,299.81,299.81,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-13,furniture,bathroom,5,5,5,85.03,17.006,2.78,54.76,17.01,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-13,stationery,cartrige,29,15,20,67.89000000000001,2.341034482758621,1.98,3.11,4.53,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-13,uncategorized,general,8333,1086,4896,42379.69000000057,5.085766230649295,0.05,236.51,39.02,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-14,accessories,bag,1,1,1,46.02,46.02,46.02,46.02,46.02,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-14,accessories,cosmetic_bag,1,1,1,23.81,23.81,23.81,23.81,23.81,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-14,apparel,glove,25,25,16,182.60999999999999,7.304399999999999,0.94,11.19,7.3,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-14,appliances,environment,20,19,16,889.5400000000002,44.47700000000001,1.11,95.08,46.82,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-14,furniture,living_room,4,3,2,981.97,245.4925,82.54,299.81,327.32,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-14,furniture,bathroom,15,11,7,170.12,11.341333333333333,2.78,54.76,15.47,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-14,stationery,cartrige,60,23,32,131.08999999999997,2.1848333333333327,1.98,4.6,5.7,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-14,uncategorized,general,7500,996,4458,37436.170000000464,4.991489333333395,0.05,194.44,37.59,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-15,accessories,bag,1,1,1,34.52,34.52,34.52,34.52,34.52,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-15,accessories,cosmetic_bag,2,2,2,9.04,4.52,4.44,4.6,4.52,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-15,apparel,glove,21,17,14,137.92,6.567619047619047,0.94,11.19,8.11,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-15,appliances,environment,30,25,22,1095.9900000000002,36.53300000000001,1.11,102.38,43.84,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-15,furniture,bathroom,6,6,5,89.4,14.9,3.41,52.7,14.9,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-15,furniture,living_room,1,1,1,79.35,79.35,79.35,79.35,79.35,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-15,stationery,cartrige,16,11,11,38.56,2.41,1.98,3.02,3.51,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-15,uncategorized,general,6778,840,4209,33563.470000000205,4.9518250221304525,0.06,207.94,39.96,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-16,accessories,cosmetic_bag,4,2,4,38.24999999999999,9.562499999999998,4.44,23.81,19.12,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-16,accessories,bag,1,1,1,34.52,34.52,34.52,34.52,34.52,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-16,apparel,glove,32,25,15,219.56999999999994,6.861562499999998,5.24,10.16,8.78,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-16,appliances,environment,20,16,14,879.6700000000001,43.98350000000001,1.11,95.08,54.98,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-16,furniture,bathroom,9,7,8,118.07,13.118888888888888,4.16,52.7,16.87,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-16,furniture,living_room,1,1,1,82.54,82.54,82.54,82.54,82.54,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-16,stationery,cartrige,33,16,26,77.12,2.336969696969697,1.98,3.11,4.82,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-16,uncategorized,general,6926,798,4125,33588.42000000027,4.849613052266859,0.05,194.44,42.09,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-17,accessories,cosmetic_bag,1,1,1,4.44,4.44,4.44,4.44,4.44,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-17,apparel,glove,22,18,14,168.76,7.670909090909091,5.24,11.19,9.38,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-17,appliances,environment,27,23,15,786.2900000000001,29.121851851851854,1.11,94.44,34.19,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-17,appliances,personal,1,1,1,57.14,57.14,57.14,57.14,57.14,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-17,furniture,bathroom,3,3,3,63.120000000000005,21.040000000000003,3.41,54.76,21.04,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-17,furniture,living_room,1,1,1,299.81,299.81,299.81,299.81,299.81,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-17,stationery,cartrige,22,10,18,54.93,2.4968181818181816,1.98,3.48,5.49,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-17,uncategorized,general,7860,874,4532,35890.04000000039,4.566162849872823,0.05,194.44,41.06,2019,11,4,46,2026-02-03 14:27:37.263318
2019-11-18,apparel,glove,35,28,22,256.26,7.321714285714285,0.94,10.16,9.15,2019,11,4,47,2026-02-03 14:27:37.263318
2019-11-18,appliances,environment,23,19,13,615.41,26.75695652173913,1.11,95.08,32.39,2019,11,4,47,2026-02-03 14:27:37.263318
2019-11-18,furniture,living_room,2,2,2,382.35,191.175,82.54,299.81,191.18,2019,11,4,47,2026-02-03 14:27:37.263318
2019-11-18,furniture,bathroom,11,6,8,113.58000000000001,10.325454545454546,3.41,52.7,18.93,2019,11,4,47,2026-02-03 14:27:37.263318
2019-11-18,stationery,cartrige,58,27,29,128.19,2.2101724137931034,1.98,4.6,4.75,2019,11,4,47,2026-02-03 14:27:37.263318
2019-11-18,uncategorized,general,9451,1070,5267,45517.410000000586,4.816147497619362,0.0,236.51,42.54,2019,11,4,47,2026-02-03 14:27:37.263318
2019-11-19,accessories,cosmetic_bag,1,1,1,23.81,23.81,23.81,23.81,23.81,2019,11,4,47,2026-02-03 14:27:37.263318
2019-11-19,accessories,bag,2,2,2,75.95,37.975,34.52,41.43,37.98,2019,11,4,47,2026-02-03 14:27:37.263318
2019-11-19,apparel,glove,28,26,18,190.45999999999998,6.802142857142856,0.94,10.16,7.33,2019,11,4,47,2026-02-03 14:27:37.263318
2019-11-19,appliances,environment,30,25,22,1022.8,34.093333333333334,1.11,95.08,40.91,2019,11,4,47,2026-02-03 14:27:37.263318
2019-11-19,furniture,bathroom,11,11,6,302.78000000000003,27.525454545454547,3.41,54.76,27.53,2019,11,4,47,2026-02-03 14:27:37.263318
2019-11-19,furniture,living_room,1,1,1,79.35,79.35,79.35,79.35,79.35,2019,11,4,47,2026-02-03 14:27:37.263318
2019-11-19,stationery,cartrige,66,25,42,171.57,2.5995454545454546,1.98,4.6,6.86,2019,11,4,47,2026-02-03 14:27:37.263318
2019-11-19,uncategorized,general,9092,1055,5094,43577.1000000004,4.792905851297888,0.05,273.02,41.31,2019,11,4,47,2026-02-03 14:27:37.263318
2019-11-20,accessories,bag,1,1,1,41.43,41.43,41.43,41.43,41.43,2019,11,4,47,2026-02-03 14:27:37.263318
2019-11-20,apparel,glove,25,22,14,188.84999999999997,7.5539999999999985,5.24,10.16,8.58,2019,11,4,47,2026-02-03 14:27:37.263318
2019-11-20,appliances,environment,17,14,14,573.94,33.76117647058824,1.11,95.08,41.0,2019,11,4,47,2026-02-03 14:27:37.263318
2019-11-20,furniture,bathroom,8,7,6,149.82,18.7275,3.41,54.76,21.4,2019,11,4,47,2026-02-03 14:27:37.263318
2019-11-20,stationery,cartrige,53,18,27,114.90999999999997,2.168113207547169,1.98,3.44,6.38,2019,11,4,47,2026-02-03 14:27:37.263318
2019-11-20,uncategorized,general,8762,1084,5047,41948.84000000042,4.787587308833648,0.05,236.51,38.7,2019,11,4,47,2026-02-03 14:27:37.263318
2019-11-21,accessories,bag,1,1,1,46.02,46.02,46.02,46.02,46.02,2019,11,4,47,2026-02-03 14:27:37.263318
2019-11-21,apparel,glove,59,50,26,367.08000000000004,6.221694915254238,0.94,10.16,7.34,2019,11,4,47,2026-02-03 14:27:37.263318
2019-11-21,appliances,environment,49,44,26,1424.4899999999998,29.071224489795913,1.03,95.08,32.37,2019,11,4,47,2026-02-03 14:27:37.263318
2019-11-21,furniture,bathroom,13,13,6,334.54,25.733846153846155,3.24,54.76,25.73,2019,11,4,47,2026-02-03 14:27:37.263318
2019-11-21,furniture,living_room,3,3,3,381.27000000000004,127.09000000000002,19.05,290.81,127.09,2019,11,4,47,2026-02-03 14:27:37.263318
2019-11-21,stationery,cartrige,47,23,29,107.62,2.2897872340425534,1.78,3.48,4.68,2019,11,4,47,2026-02-03 14:27:37.263318
2019-11-21,uncategorized,general,15950,1708,7330,75447.07999999939,4.73022445141062,0.0,236.51,44.17,2019,11,4,47,2026-02-03 14:27:37.263318
2019-11-22,accessories,bag,2,2,2,70.84,35.42,28.05,42.79,35.42,2019,11,4,47,2026-02-03 14:27:37.263318
2019-11-22,accessories,cosmetic_bag,2,2,2,8.39,4.195,3.56,4.83,4.2,2019,11,4,47,2026-02-03 14:27:37.263318
2019-11-22,apparel,glove,70,65,29,432.59,6.179857142857142,0.94,10.62,6.66,2019,11,4,47,2026-02-03 14:27:37.263318
2019-11-22,appliances,environment,44,40,23,1339.21,30.43659090909091,1.03,97.25,33.48,2019,11,4,47,2026-02-03 14:27:37.263318
2019-11-22,appliances,personal,1,1,1,51.43,51.43,51.43,51.43,51.43,2019,11,4,47,2026-02-03 14:27:37.263318
2019-11-22,furniture,bathroom,24,18,13,308.50999999999993,12.85458333333333,3.41,49.29,17.14,2019,11,4,47,2026-02-03 14:27:37.263318
2019-11-22,furniture,living_room,4,3,3,519.04,129.76,71.41,290.81,173.01,2019,11,4,47,2026-02-03 14:27:37.263318
2019-11-22,stationery,cartrige,110,45,42,215.3000000000001,1.9572727272727282,1.78,2.86,4.78,2019,11,4,47,2026-02-03 14:27:37.263318
2019-11-22,uncategorized,general,22522,2311,9351,99909.00999999786,4.436062960660592,0.0,201.7,43.23,2019,11,4,47,2026-02-03 14:27:37.263318
2019-11-23,apparel,glove,47,43,24,335.43000000000006,7.136808510638299,0.94,9.14,7.8,2019,11,4,47,2026-02-03 14:27:37.263318
2019-11-23,appliances,environment,44,35,21,1095.9299999999998,24.907499999999995,1.03,92.14,31.31,2019,11,4,47,2026-02-03 14:27:37.263318
2019-11-23,furniture,bathroom,12,12,8,268.84000000000003,22.403333333333336,1.79,49.29,22.4,2019,11,4,47,2026-02-03 14:27:37.263318
2019-11-23,furniture,living_room,5,5,3,590.45,118.09,71.41,290.81,118.09,2019,11,4,47,2026-02-03 14:27:37.263318
2019-11-23,stationery,cartrige,58,31,27,118.51000000000005,2.0432758620689664,1.78,3.29,3.82,2019,11,4,47,2026-02-03 14:27:37.263318
2019-11-23,uncategorized,general,15317,1608,7160,68062.49999999901,4.443592087223282,0.0,201.7,42.33,2019,11,4,47,2026-02-03 14:27:37.263318
